
Relation :  FLAG  ==  TYPE  |  VARIANT << 5
                  ==  TYPE  +  VARIANT * 0x20
0x10  0x001  0x0030   0.16%  T32 course.kcl
0x10  0x001  0x0030   0.19%  T82 course.kcl
0x10  0x001  0x0030   0.25%  T14 course.kcl
0x10  0x001  0x0030   0.40%  T73 course.kcl
0x10  0x001  0x0030   0.45%  T62 course.kcl
0x10  0x001  0x0030   0.98%  T71 course.kcl

0x10  0x002  0x0050   0.04%  T34 course.kcl
0x10  0x002  0x0050   0.04%  T43 course.kcl
0x10  0x002  0x0050   0.15%  T84 course.kcl

0x10  0x003  0x0070   1.48%  T61 course.kcl

0x10  0x005  0x00b0   7.06%  T44 course.kcl

0x10  0x007  0x00f0   0.50%  T41 course.kcl
0x10  0x007  0x00f0   0.56%  T54 course.kcl
0x10  0x007  0x00f0   0.61%  T82 course.kcl
0x10  0x007  0x00f0   2.15%  T71 course.kcl

0x10  0x008  0x0110   0.06%  T41 course.kcl
0x10  0x008  0x0110   0.23%  T14 course.kcl

0x10  0x009  0x0130   0.04%  T14 course.kcl

0x10  0x00a  0x0150   0.04%  T43 course.kcl
0x10  0x00a  0x0150   0.11%  T72 course.kcl

0x10  0x00c  0x0190   0.39%  T34 course.kcl

0x10  0x010  0x0210   0.25%  T24 course.kcl

0x10  0x011  0x0230   0.64%  T33 course.kcl

0x10  0x012  0x0250   0.02%  T43 course.kcl
0x10  0x012  0x0250   0.19%  T84 course.kcl

0x10  0x019  0x0330   0.14%  T33 course.kcl

0x10  0x01a  0x0350   0.06%  T43 course.kcl

0x10  0x022  0x0450   0.08%  T43 course.kcl

----------------------------------------------------
*** Cannon Activator ***
type variant  flag  percent  track + subfile
----------------------------------------------------
0x11  0x000  0x0011   0.02%  T33 course.kcl
0x11  0x000  0x0011   0.09%  T23 course.kcl
0x11  0x000  0x0011   0.42%  T83 course.kcl

0x11  0x001  0x0031   0.04%  T73 course.kcl

0x11  0x002  0x0051   0.10%  T44 course.kcl

----------------------------------------------------
*** Unknown ***
type variant  flag  percent  track + subfile
----------------------------------------------------
0x12  0x000  0x0012   0.09%  T33 course.kcl
0x12  0x000  0x0012   0.10%  T63 course.kcl
0x12  0x000  0x0012   0.43%  T44 course.kcl
0x12  0x000  0x0012   0.48%  T22 course.kcl
0x12  0x000  0x0012   0.48%  T34 course.kcl

0x12  0x008  0x0112   0.02%  T33 course.kcl

0x12  0x018  0x0312   0.39%  T34 course.kcl

----------------------------------------------------
*** Half-pipe Ramp ***
type variant  flag  percent  track + subfile
----------------------------------------------------
0x13  0x000  0x0013   0.12%  T24 course.kcl
0x13  0x000  0x0013   0.16%  T32 course.kcl
0x13  0x000  0x0013   0.25%  T33 course.kcl
0x13  0x000  0x0013   0.60%  T41 course.kcl
0x13  0x000  0x0013   0.79%  T64 course.kcl
0x13  0x000  0x0013   0.88%  T83 course.kcl
0x13  0x000  0x0013   1.25%  T44 course.kcl
0x13  0x000  0x0013   5.58%  T23 course.kcl

0x13  0x008  0x0113   0.71%  T41 course.kcl

0x13  0x021  0x0433   0.21%  T43 course.kcl

----------------------------------------------------
*** Wall ***
type variant  flag  percent  track + subfile
----------------------------------------------------
0x14  0x007  0x00f4   0.48%  T31 course.kcl

0x14  0x407  0x80f4   0.10%  T32 course.kcl
0x14  0x407  0x80f4   2.70%  T24 course.kcl
0x14  0x407  0x80f4  11.39%  T62 course.kcl

0x14  0x40f  0x81f4   0.16%  T32 course.kcl

0x14  0x417  0x82f4   1.65%  T84 course.kcl
0x14  0x417  0x82f4   5.36%  T24 course.kcl

0x14  0x41b  0x8374   0.04%  T43 course.kcl

0x14  0x41f  0x83f4   0.04%  T32 course.kcl

0x14  0x423  0x8474   0.19%  T43 course.kcl

----------------------------------------------------
*** Moving Road ***
type variant  flag  percent  track + subfile
----------------------------------------------------
0x15  0x000  0x0015   0.17%  T14 course.kcl
0x15  0x000  0x0015 100.00%  T22 escalator.kcl

0x15  0x001  0x0035   0.04%  T14 course.kcl

0x15  0x002  0x0055   0.08%  T14 course.kcl

0x15  0x003  0x0075   0.08%  T14 course.kcl

0x15  0x00c  0x0195   0.25%  T14 course.kcl

0x15  0x00d  0x01b5   0.25%  T14 course.kcl

0x15  0x014  0x0295   0.54%  T14 course.kcl

0x15  0x015  0x02b5   0.54%  T14 course.kcl

----------------------------------------------------
*** Sticky Road ***
type variant  flag  percent  track + subfile
----------------------------------------------------
0x16  0x000  0x0016   0.08%  T43 course.kcl
0x16  0x000  0x0016   0.23%  T33 course.kcl
0x16  0x000  0x0016   4.74%  T24 course.kcl
0x16  0x000  0x0016  44.44%  T21 Mdush.kcl

0x16  0x001  0x0036   0.12%  T22 course.kcl
0x16  0x001  0x0036   0.51%  T21 course.kcl
0x16  0x001  0x0036   0.81%  T13 course.kcl
0x16  0x001  0x0036   0.83%  T43 course.kcl

0x16  0x003  0x0076   0.11%  T52 course.kcl
0x16  0x003  0x0076   0.57%  T64 course.kcl
0x16  0x003  0x0076   0.95%  T33 course.kcl

0x16  0x004  0x0096   0.09%  T12 course.kcl
0x16  0x004  0x0096   0.99%  T52 course.kcl
0x16  0x004  0x0096   1.88%  T23 course.kcl
0x16  0x004  0x0096   7.75%  T33 course.kcl
0x16  0x004  0x0096  12.50%  T63 TownBridgeDS.kcl
0x16  0x004  0x0096  12.50%  T63 TownBridgeDS2.kcl
0x16  0x004  0x0096  12.50%  T63 TownBridgeDS3.kcl

0x16  0x005  0x00b6  41.76%  T44 course.kcl

0x16  0x006  0x00d6   0.06%  T42 course.kcl
0x16  0x006  0x00d6   1.25%  T31 course.kcl

0x16  0x007  0x00f6   0.08%  T14 course.kcl

0x16  0x008  0x0116   0.17%  T33 course.kcl
0x16  0x008  0x0116   0.59%  T24 course.kcl

0x16  0x009  0x0136   0.18%  T13 course.kcl
0x16  0x009  0x0136   1.80%  T84 course.kcl
0x16  0x009  0x0136   2.40%  T43 course.kcl

0x16  0x00a  0x0156   0.90%  T84 course.kcl

0x16  0x00b  0x0176   0.53%  T64 course.kcl
0x16  0x00b  0x0176   2.71%  T33 course.kcl

0x16  0x00c  0x0196   3.59%  T33 course.kcl

0x16  0x00d  0x01b6   0.60%  T44 course.kcl

0x16  0x00e  0x01d6   0.46%  T31 course.kcl

0x16  0x010  0x0216   8.45%  T24 course.kcl

0x16  0x011  0x0236   0.52%  T43 course.kcl

0x16  0x014  0x0296   0.59%  T33 course.kcl

0x16  0x018  0x0316   0.29%  T43 course.kcl
0x16  0x018  0x0316   0.75%  T24 course.kcl

0x16  0x019  0x0336   0.31%  T43 course.kcl

0x16  0x020  0x0416   0.34%  T24 course.kcl

0x16  0x021  0x0436   0.04%  T43 course.kcl

----------------------------------------------------
*** Road ***
type variant  flag  percent  track + subfile
----------------------------------------------------
0x17  0x000  0x0017   0.39%  T22 course.kcl

0x17  0x001  0x0037   0.41%  T84 course.kcl

0x17  0x002  0x0057  16.36%  T83 course.kcl

0x17  0x003  0x0077   0.72%  T11 course.kcl
0x17  0x003  0x0077  68.18%  T13 kinoko_g.kcl

0x17  0x005  0x00b7   0.34%  T22 course.kcl

0x17  0x007  0x00f7  12.73%  T44 course.kcl

0x17  0x009  0x0137   1.61%  T84 course.kcl

0x17  0x00a  0x0157   1.35%  T83 course.kcl

0x17  0x00b  0x0177  68.18%  T13 kinoko_d_g.kcl

0x17  0x011  0x0237   0.11%  T84 course.kcl

0x17  0x015  0x02b7   7.64%  T32 course.kcl

0x17  0x019  0x0337   0.15%  T84 course.kcl

0x17  0x0c4  0x1897   0.81%  T33 course.kcl

0x17  0x107  0x20f7   1.60%  T44 course.kcl

0x17  0x202  0x4057   1.14%  T83 course.kcl

0x17  0x215  0x42b7   8.54%  T32 course.kcl

----------------------------------------------------
*** Sound Trigger ***
type variant  flag  percent  track + subfile
----------------------------------------------------
0x18  0x000  0x0018   0.05%  T24 course.kcl
0x18  0x000  0x0018   0.06%  T41 course.kcl
0x18  0x000  0x0018   0.06%  T43 course.kcl
0x18  0x000  0x0018   0.06%  T74 course.kcl
0x18  0x000  0x0018   0.07%  T13 course.kcl
0x18  0x000  0x0018   0.07%  T34 course.kcl
0x18  0x000  0x0018   0.07%  T63 course.kcl
0x18  0x000  0x0018   0.07%  T83 course.kcl
0x18  0x000  0x0018   0.07%  T84 course.kcl
0x18  0x000  0x0018   0.08%  T14 course.kcl
0x18  0x000  0x0018   0.08%  T33 course.kcl
0x18  0x000  0x0018   0.08%  T42 course.kcl
0x18  0x000  0x0018   0.10%  T11 course.kcl
0x18  0x000  0x0018   0.11%  T22 course.kcl
0x18  0x000  0x0018   0.11%  T61 course.kcl
0x18  0x000  0x0018   0.13%  T32 course.kcl
0x18  0x000  0x0018   0.17%  T31 course.kcl
0x18  0x000  0x0018   0.17%  T54 course.kcl
0x18  0x000  0x0018   0.18%  T23 course.kcl
0x18  0x000  0x0018   0.23%  T73 course.kcl
0x18  0x000  0x0018   0.24%  T21 course.kcl
0x18  0x000  0x0018   0.33%  T44 course.kcl

0x18  0x001  0x0038   0.04%  T33 course.kcl
0x18  0x001  0x0038   0.04%  T43 course.kcl
0x18  0x001  0x0038   0.06%  T41 course.kcl
0x18  0x001  0x0038   0.07%  T13 course.kcl
0x18  0x001  0x0038   0.07%  T22 course.kcl
0x18  0x001  0x0038   0.07%  T34 course.kcl
0x18  0x001  0x0038   0.08%  T14 course.kcl
0x18  0x001  0x0038   0.08%  T32 course.kcl
0x18  0x001  0x0038   0.09%  T24 course.kcl
0x18  0x001  0x0038   0.13%  T74 course.kcl
0x18  0x001  0x0038   0.13%  T83 course.kcl
0x18  0x001  0x0038   0.15%  T42 course.kcl
0x18  0x001  0x0038   0.15%  T84 course.kcl
0x18  0x001  0x0038   0.16%  T21 course.kcl
0x18  0x001  0x0038   0.17%  T54 course.kcl
0x18  0x001  0x0038   0.18%  T23 course.kcl
0x18  0x001  0x0038   0.19%  T11 course.kcl
0x18  0x001  0x0038   0.21%  T61 course.kcl
0x18  0x001  0x0038   0.25%  T44 course.kcl
0x18  0x001  0x0038   0.28%  T63 course.kcl
0x18  0x001  0x0038   0.38%  T73 course.kcl
0x18  0x001  0x0038   0.39%  T31 course.kcl

0x18  0x002  0x0058   0.04%  T32 course.kcl
0x18  0x002  0x0058   0.04%  T33 course.kcl
0x18  0x002  0x0058   0.04%  T43 course.kcl
0x18  0x002  0x0058   0.04%  T84 course.kcl
0x18  0x002  0x0058   0.06%  T74 course.kcl
0x18  0x002  0x0058   0.07%  T22 course.kcl
0x18  0x002  0x0058   0.07%  T34 course.kcl
0x18  0x002  0x0058   0.07%  T83 course.kcl
0x18  0x002  0x0058   0.08%  T14 course.kcl
0x18  0x002  0x0058   0.08%  T21 course.kcl
0x18  0x002  0x0058   0.09%  T54 course.kcl
0x18  0x002  0x0058   0.11%  T61 course.kcl
0x18  0x002  0x0058   0.12%  T24 course.kcl
0x18  0x002  0x0058   0.13%  T41 course.kcl
0x18  0x002  0x0058   0.14%  T13 course.kcl
0x18  0x002  0x0058   0.15%  T42 course.kcl
0x18  0x002  0x0058   0.15%  T73 course.kcl
0x18  0x002  0x0058   0.18%  T23 course.kcl
0x18  0x002  0x0058   0.19%  T11 course.kcl
0x18  0x002  0x0058   0.21%  T63 course.kcl
0x18  0x002  0x0058   0.22%  T31 course.kcl
0x18  0x002  0x0058   0.25%  T44 course.kcl

0x18  0x003  0x0078   0.04%  T22 course.kcl
0x18  0x003  0x0078   0.04%  T33 course.kcl
0x18  0x003  0x0078   0.04%  T43 course.kcl
0x18  0x003  0x0078   0.06%  T41 course.kcl
0x18  0x003  0x0078   0.07%  T13 course.kcl
0x18  0x003  0x0078   0.07%  T24 course.kcl
0x18  0x003  0x0078   0.07%  T34 course.kcl
0x18  0x003  0x0078   0.07%  T63 course.kcl
0x18  0x003  0x0078   0.08%  T14 course.kcl
0x18  0x003  0x0078   0.08%  T42 course.kcl
0x18  0x003  0x0078   0.08%  T73 course.kcl
0x18  0x003  0x0078   0.09%  T23 course.kcl
0x18  0x003  0x0078   0.09%  T54 course.kcl
0x18  0x003  0x0078   0.10%  T11 course.kcl
0x18  0x003  0x0078   0.10%  T32 course.kcl
0x18  0x003  0x0078   0.18%  T44 course.kcl
0x18  0x003  0x0078   0.22%  T84 course.kcl

0x18  0x004  0x0098   0.04%  T22 course.kcl
0x18  0x004  0x0098   0.04%  T32 course.kcl
0x18  0x004  0x0098   0.04%  T33 course.kcl
0x18  0x004  0x0098   0.06%  T43 course.kcl
0x18  0x004  0x0098   0.07%  T84 course.kcl
0x18  0x004  0x0098   0.08%  T14 course.kcl
0x18  0x004  0x0098   0.09%  T23 course.kcl
0x18  0x004  0x0098   0.14%  T63 course.kcl
0x18  0x004  0x0098   0.15%  T42 course.kcl
0x18  0x004  0x0098   0.18%  T44 course.kcl

0x18  0x005  0x00b8   0.04%  T14 course.kcl
0x18  0x005  0x00b8   0.04%  T22 course.kcl
0x18  0x005  0x00b8   0.04%  T32 course.kcl
0x18  0x005  0x00b8   0.06%  T43 course.kcl
0x18  0x005  0x00b8   0.08%  T42 course.kcl
0x18  0x005  0x00b8   0.14%  T63 course.kcl
0x18  0x005  0x00b8   0.15%  T84 course.kcl
0x18  0x005  0x00b8   0.18%  T44 course.kcl

0x18  0x006  0x00d8   0.03%  T32 course.kcl
0x18  0x006  0x00d8   0.04%  T43 course.kcl
0x18  0x006  0x00d8   0.05%  T44 course.kcl
0x18  0x006  0x00d8   0.07%  T63 course.kcl
0x18  0x006  0x00d8   0.07%  T84 course.kcl
0x18  0x006  0x00d8   0.08%  T14 course.kcl

0x18  0x007  0x00f8   0.02%  T43 course.kcl
0x18  0x007  0x00f8   0.07%  T63 course.kcl
0x18  0x007  0x00f8   0.12%  T14 course.kcl

----------------------------------------------------
*** Unknown ***
type variant  flag  percent  track + subfile
----------------------------------------------------
0x19  0x400  0x8019   0.26%  T24 course.kcl
0x19  0x400  0x8019  15.39%  T44 course.kcl

0x19  0x410  0x8219   0.14%  T24 course.kcl

----------------------------------------------------
*** Unknown ***
type variant  flag  percent  track + subfile
----------------------------------------------------
0x1a  0x000  0x001a   0.04%  T14 course.kcl
0x1a  0x000  0x001a   0.07%  T13 course.kcl
0x1a  0x000  0x001a   0.08%  T21 course.kcl

0x1a  0x001  0x003a   0.02%  T24 course.kcl
0x1a  0x001  0x003a   0.06%  T41 course.kcl
0x1a  0x001  0x003a   0.18%  T34 course.kcl
0x1a  0x001  0x003a   0.43%  T54 course.kcl
0x1a  0x001  0x003a   0.63%  T13 course.kcl
0x1a  0x001  0x003a   0.98%  T71 course.kcl

0x1a  0x002  0x005a   0.21%  T32 course.kcl

0x1a  0x004  0x009a   0.09%  T32 course.kcl
0x1a  0x004  0x009a   0.48%  T23 course.kcl
0x1a  0x004  0x009a   0.93%  T44 course.kcl

0x1a  0x009  0x013a   0.06%  T33 course.kcl
0x1a  0x009  0x013a   0.06%  T41 course.kcl
0x1a  0x009  0x013a   1.84%  T11 course.kcl

0x1a  0x00a  0x015a   0.07%  T52 course.kcl
0x1a  0x00a  0x015a   0.35%  T73 course.kcl

0x1a  0x011  0x023a   0.02%  T32 course.kcl

0x1a  0x012  0x025a   0.36%  T33 course.kcl

0x1a  0x019  0x033a   0.02%  T32 course.kcl

0x1a  0x01c  0x039a   1.78%  T43 course.kcl

0x1a  0x022  0x045a   0.40%  T42 course.kcl

0x1a  0x02a  0x055a   2.36%  T42 course.kcl

----------------------------------------------------
*** Unknown ***
type variant  flag  percent  track + subfile
----------------------------------------------------
0x1b  0x008  0x011b   0.08%  T14 course.kcl

----------------------------------------------------
*** Unknown ***
type variant  flag  percent  track + subfile
----------------------------------------------------
0x1c  0x020  0x041c   0.50%  T43 course.kcl

----------------------------------------------------
*** Road ***
type variant  flag  percent  track + subfile
----------------------------------------------------
0x1d  0x008  0x011d   0.02%  T33 course.kcl

0x1d  0x018  0x031d   0.02%  T33 course.kcl

----------------------------------------------------
*** Special Walls ***
type variant  flag  percent  track + subfile
----------------------------------------------------
0x1e  0x000  0x001e   4.84%  T41 course.kcl

0x1e  0x003  0x007e   0.06%  T32 course.kcl
0x1e  0x003  0x007e   0.07%  T24 course.kcl

0x1e  0x004  0x009e  10.10%  T44 course.kcl

0x1e  0x005  0x00be   4.33%  T13 course.kcl
0x1e  0x005  0x00be   9.09%  T13 kinoko_g.kcl
0x1e  0x005  0x00be   9.09%  T13 kinoko_r.kcl

0x1e  0x006  0x00de   1.12%  T11 course.kcl

0x1e  0x009  0x013e   0.39%  T34 course.kcl

0x1e  0x00d  0x01be   0.65%  T13 course.kcl
0x1e  0x00d  0x01be   9.09%  T13 kinoko_d_g.kcl
0x1e  0x00d  0x01be   9.09%  T13 kinoko_d_r.kcl

0x1e  0x016  0x02de   0.96%  T32 course.kcl

0x1e  0x403  0x807e   2.60%  T22 course.kcl

0x1e  0x405  0x80be  22.73%  T13 kinoko_g.kcl
0x1e  0x405  0x80be  22.73%  T13 kinoko_r.kcl

0x1e  0x40b  0x817e   0.04%  T32 course.kcl

0x1e  0x40d  0x81be  22.73%  T13 kinoko_d_g.kcl
0x1e  0x40d  0x81be  22.73%  T13 kinoko_d_r.kcl

0x1e  0x41b  0x837e   0.02%  T32 course.kcl

----------------------------------------------------
*** Wall ***
type variant  flag  percent  track + subfile
----------------------------------------------------
0x1f  0x000  0x001f   0.04%  T32 course.kcl
0x1f  0x000  0x001f   0.23%  T44 course.kcl

0x1f  0x018  0x031f   0.11%  T32 course.kcl

